,statusText,price,address,addressZipcode,beds,baths,area,rentZestimate,variableData.text,units
628,Loma Portal,2420,"3131 Cauby St, San Diego, CA",92110,1,0,0,,,"[{'price': '$2,420+', 'beds': '1'}, {'price': '$2,620+', 'beds': '2'}]"
629,Loma Portal,2620,"3131 Cauby St, San Diego, CA",92110,2,0,0,,,"[{'price': '$2,420+', 'beds': '1'}, {'price': '$2,620+', 'beds': '2'}]"
630,The Seaton Apartments,2825,"1302 Frankfort St, San Diego, CA",92110,1,0,0,,,"[{'price': '$2,825+', 'beds': '1'}, {'price': '$3,550+', 'beds': '2'}]"
631,The Seaton Apartments,3550,"1302 Frankfort St, San Diego, CA",92110,2,0,0,,,"[{'price': '$2,825+', 'beds': '1'}, {'price': '$3,550+', 'beds': '2'}]"
632,Arrive Mission Valley,2763,"5395 Napa St, San Diego, CA",92110,1,0,0,,3D Tour,"[{'price': '$2,763+', 'beds': '1'}, {'price': '$3,268+', 'beds': '2'}, {'price': '$4,553+', 'beds': '3'}]"
633,Arrive Mission Valley,3268,"5395 Napa St, San Diego, CA",92110,2,0,0,,3D Tour,"[{'price': '$2,763+', 'beds': '1'}, {'price': '$3,268+', 'beds': '2'}, {'price': '$4,553+', 'beds': '3'}]"
634,Arrive Mission Valley,4553,"5395 Napa St, San Diego, CA",92110,3,0,0,,3D Tour,"[{'price': '$2,763+', 'beds': '1'}, {'price': '$3,268+', 'beds': '2'}, {'price': '$4,553+', 'beds': '3'}]"
635,Loma Palisades,2560,"2799 Adrian St, San Diego, CA",92110,2,0,0,,,"[{'price': '$2,560+', 'beds': '2'}, {'price': '$3,640+', 'beds': '3'}]"
636,Loma Palisades,3640,"2799 Adrian St, San Diego, CA",92110,3,0,0,,,"[{'price': '$2,560+', 'beds': '2'}, {'price': '$3,640+', 'beds': '3'}]"
637,Dylan Point Loma,4259,"2930 Barnard St, San Diego, CA",92110,1,0,0,,,"[{'price': '$4,259+', 'beds': '1'}, {'price': '$4,238+', 'beds': '2'}, {'price': '$4,341+', 'beds': '3'}]"
638,Dylan Point Loma,4238,"2930 Barnard St, San Diego, CA",92110,2,0,0,,,"[{'price': '$4,259+', 'beds': '1'}, {'price': '$4,238+', 'beds': '2'}, {'price': '$4,341+', 'beds': '3'}]"
639,Dylan Point Loma,4341,"2930 Barnard St, San Diego, CA",92110,3,0,0,,,"[{'price': '$4,259+', 'beds': '1'}, {'price': '$4,238+', 'beds': '2'}, {'price': '$4,341+', 'beds': '3'}]"
640,For Rent,2799,"2670 Worden St, San Diego, CA",92110,2,0,0,,15 days ago,"[{'price': '$2,799+', 'beds': '2'}]"
641,For Rent,3500,"3142 Cabrillo Bay Ln, San Diego, CA",92110,2,0,0,,12 days ago,"[{'price': '$3,500+', 'beds': '2'}, {'price': '$3,950+', 'beds': '3'}]"
642,For Rent,3950,"3142 Cabrillo Bay Ln, San Diego, CA",92110,3,0,0,,12 days ago,"[{'price': '$3,500+', 'beds': '2'}, {'price': '$3,950+', 'beds': '3'}]"
643,For Rent,2395,"2254 Moore St, San Diego, CA",92110,0,0,0,,43 days ago,"[{'price': '$2,395+', 'beds': '0'}, {'price': '$2,750+', 'beds': '1'}]"
644,For Rent,2750,"2254 Moore St, San Diego, CA",92110,1,0,0,,43 days ago,"[{'price': '$2,395+', 'beds': '0'}, {'price': '$2,750+', 'beds': '1'}]"
645,For Rent,2100,"3050 Rue D Orleans, San Diego, CA",92110,1,0,0,,1 day ago,"[{'price': '$2,100+', 'beds': '1'}]"
646,For Rent,4995,"1956 Hornblend St, San Diego, CA",92109,2,0,0,,39 days ago,"[{'price': '$4,995+', 'beds': '2'}]"
647,For Rent,2420,"3993 Jewell St, San Diego, CA",92109,1,0,0,,16 days ago,"[{'price': '$2,420+', 'beds': '1'}, {'price': '$3,600+', 'beds': '2'}]"
648,For Rent,3600,"3993 Jewell St, San Diego, CA",92109,2,0,0,,16 days ago,"[{'price': '$2,420+', 'beds': '1'}, {'price': '$3,600+', 'beds': '2'}]"
649,For Rent,1790,"2886.5 Mission Blvd, San Diego, CA",92109,0,0,0,,42 days ago,"[{'price': '$1,790+', 'beds': '0'}, {'price': '$4,000+', 'beds': '1'}]"
650,For Rent,4000,"2886.5 Mission Blvd, San Diego, CA",92109,1,0,0,,42 days ago,"[{'price': '$1,790+', 'beds': '0'}, {'price': '$4,000+', 'beds': '1'}]"
651,For Rent,6499,"3916 Riviera Dr, San Diego, CA",92109,2,0,0,,39 days ago,"[{'price': '$6,499+', 'beds': '2'}]"
